1705994125.611240680,1,128,1,lo0,6,112,26,127.0.0.6,8000,,192.168.1.1,15167,
1705983982.295768254,1,128,1,lo0,6,112,26,127.0.0.6,8000,,192.168.1.1,58170,
1705979601.523524659,1,128,1,lo0,6,112,26,127.0.0.6,8000,,192.168.1.1,17239,
1705976180.530241885,1,128,1,lo0,6,112,26,127.0.0.6,8000,,192.168.1.1,46698,
1705990117.725777075,1,128,1,lo0,6,112,26,127.0.0.6,8000,,192.168.1.1,65424,
1705990941.523956729,1,128,1,lo0,6,112,26,127.0.0.6,8000,,192.168.1.1,25378,
1705995922.475633778,1,128,1,lo0,6,112,26,127.0.0.6,8000,,192.168.1.1,45688,
1705979428.536368510,1,43,1,vmx1,1,220,26,192.168.2.10,,,192.168.1.5,,
1705974081.073666924,1,128,1,lo0,6,112,26,127.0.0.6,8000,,192.168.1.1,64953,
1705994604.055644548,1,128,1,lo0,6,112,26,127.0.0.6,8000,,192.168.1.1,22141,
1705980565.657995840,1,128,1,lo0,6,112,26,127.0.0.6,8000,,192.168.1.1,48237,
1706009365.579242285,1,128,1,lo0,6,112,26,127.0.0.6,8000,,192.168.1.1,29810,
1705990401.810881617,1,128,1,lo0,6,112,26,127.0.0.6,8000,,192.168.1.1,17468,
1705968505.646381441,1,128,1,lo0,6,112,26,127.0.0.6,8000,,192.168.1.1,41378,
1706009780.476205621,1,128,1,lo0,6,112,26,127.0.0.6,8000,,192.168.1.1,23895,
1705990820.818880594,1,128,1,lo0,6,112,26,127.0.0.6,8000,,192.168.1.1,49327,
1705984529.696421212,1,128,1,lo0,6,112,26,127.0.0.6,8000,,192.168.1.1,39981,
1706004500.781893145,1,128,1,lo0,6,112,26,127.0.0.6,8000,,192.168.1.1,18658,
1705970792.346310444,1,128,1,lo0,6,112,26,127.0.0.6,8000,,192.168.1.1,41025,
1705982845.467585706,1,128,1,lo0,6,112,26,127.0.0.6,8000,,192.168.1.1,36052,
1705992382.270963487,1,128,1,lo0,6,112,26,127.0.0.6,8000,,192.168.1.1,28349,
1706007445.773005504,1,128,1,lo0,6,112,26,127.0.0.6,8000,,192.168.1.1,34084,
1706012125.876954678,1,128,1,lo0,6,148,26,192.168.1.1,22771,,127.0.0.6,8000,
1705989646.131987836,1,47,1,vmx1,6,116,26,10.0.0.1,50624,,192.168.1.5,25,
1705973424.398903688,1,128,1,lo0,6,112,26,127.0.0.6,8000,,192.168.1.1,15949,
1705987640.543658687,1,128,1,lo0,6,112,26,127.0.0.6,8000,,192.168.1.1,46563,
1705994720.445407140,1,128,1,lo0,6,112,26,127.0.0.6,8000,,192.168.1.1,34018,
1705988993.399623617,1,128,1,lo0,6,112,26,127.0.0.6,8000,,192.168.1.1,34934,
1706004745.762813263,1,128,1,lo0,6,112,26,127.0.0.6,8000,,192.168.1.1,33526,
1705987580.570652410,1,128,1,lo0,6,112,26,127.0.0.6,8000,,192.168.1.1,37701,
1706002701.795538906,1,128,1,lo0,6,112,26,127.0.0.6,8000,,192.168.1.1,31736,
1706008285.535464378,1,128,1,lo0,6,112,26,127.0.0.6,8000,,192.168.1.1,53066,
1705993522.415608674,1,128,1,lo0,6,112,26,127.0.0.6,8000,,192.168.1.1,44672,
1706005520.595621451,1,128,1,lo0,6,112,26,127.0.0.6,8000,,192.168.1.1,31944,
1705995921.353954523,1,128,1,lo0,6,112,26,127.0.0.6,8000,,192.168.1.1,45688,
1706008359.716774688,1,127,1,vmx1,6,112,26,10.0.0.1,62666,,192.168.1.5,139,
1705986021.609537766,1,128,1,lo0,6,112,26,127.0.0.6,8000,,192.168.1.1,65456,
1705992629.744800393,1,128,1,lo0,6,112,26,127.0.0.6,8000,,192.168.1.1,35403,
1705989644.284632031,1,39,1,vmx1,6,132,26,10.0.0.1,33366,,192.168.1.5,38683,
1705989021.433307129,1,128,1,lo0,6,112,26,127.0.0.6,8000,,192.168.1.1,22728,
1706002883.654442424,1,128,1,lo0,6,112,26,127.0.0.6,8000,,192.168.1.1,54898,
1705989860.972239960,1,128,1,lo0,6,112,26,127.0.0.6,8000,,192.168.1.1,31679,
1706004383.985363009,1,128,1,lo0,6,112,26,127.0.0.6,8000,,192.168.1.1,19743,
